main-news,MSRpar,2012test,0,4.4,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.,,,,,,,,,,,
main-news,MSRpar,2012test,494,3,The venture owns five oil refineries and more than 2100 filling stations in Russia and Ukraine.,TNK-BP has six oil producing units five refineries and 2100 filling stations.,,,,,,,,,,,
main-news,MSRpar,2012test,495,4.6,Other changes in the plan refine his original vision Libeskind said.,Many of the changes are improvements to the original plan Libeskind said.,,,,,,,,,,,
main-news,MSRpar,2012test,498,2,Rep. Peter Deutsch D-Fla. criticized the FDA's efforts in Florida.,Peter Deutsch D-Fla. said he wanted to congratulate the FDA.,,,,,,,,,,,
main-news,MSRpar,2012test,500,1.5,There are now 37 active probable cases in the GTA compared with 70 cases on June 6.,And globally the number of active probable cases has declined to 573.,,,,,,,,,,,
main-news,MSRpar,2012test,506,3.2,SARS has killed 296 people on China's mainland and infected more than 5200 Throughout China's mainland,the disease has killed 300 people and infected more than 5270,,,,,,,,,,,
main-news,MSRpar,2012test,507,3,The redesigned Finder also features search coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac Windows and UNIX file servers.,It also supports coloured labels to better organise documents and dynamic browsing of the network for Mac Windows and Unix file servers.,,,,,,,,,,,
main-news,MSRpar,2012test,508,2.75,The lawyer representing Torch Concepts Rich Marsden did not respond to repeated phone calls.,Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment.,,,,,,,,,,,
main-news,MSRpar,2012test,509,4.5,He was voluntarily castrated in 2001 an operation he contends removed his ability to become sexually aroused.,DeVries who was voluntarily castrated in August 2001 has said the surgery took away his ability to become sexually aroused.,,,,,,,,,,,
main-news,MSRpar,2012test,510,1,The S&P/TSX composite rose 87.74 points on the week while the TSX Venture Exchange composite gained 44.49 points.,On the week the Dow Jones industrial average rose 11.56 points while the Nasdaq Stock Market gained 39.42 points.,,,,,,,,,,,
main-news,MSRpar,2012test,511,3.75,In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications.,Nuremberg Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.,,,,,,,,,,,
main-news,MSRpar,2012test,513,4.5,Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country.,Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.,,,,,,,,,,,
main-news,MSRpar,2012test,514,1.5,The tech-heavy Nasdaq composite index fell 3.99 or 0.2 percent to 1682.72 following a two-day win of 55.93.,The technology-laced Nasdaq Composite Index .IXIC eased 8.52 points or 0.51 percent to 1670.21.,,,,,,,,,,,
main-news,MSRpar,2012test,516,2,"We don't know if any will be SARS  said Dr. James Young, Ontario's commissioner of public safety.","We're being hyper-vigilant  said Dr. James Young, Ontario's commissioner of public safety.",,,,,,,,,,,
main-news,MSRpar,2012test,517,4,"Sales for the quarter beat expectations, rising 37 percent year-on-year to 1.76 billion euros.","Sales rose 37 per cent year-on-year to 1.76bn, beating expectations.",,,,,,,,,,,
main-news,MSRpar,2012test,518,3.2,The company said it would issue revised guidance for the full fiscal year next month when it releases its Q2 results.,The company said it would renew its guidance for 2003 when it announces its second quarter results in mid-July.,,,,,,,,,,,
main-news,MSRpar,2012test,521,4,"We haven't decided whether to use an unbroken or dotted white line but this is an experiment worth introducing  said David Richardson, the ICC's cricket manager.","We haven't decided whether to use an unbroken or dotted white line  said Dave Richardson, the ICC's cricket manager.",,,,,,,,,,,
main-news,MSRpar,2012test,522,3,Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.,Shinseki's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.,,,,,,,,,,,
main-news,MSRpar,2012test,523,3.25,The department also sent water and soil samples to the state health laboratory.,Water samples are being sent to the state health department for analysis.,,,,,,,,,,,
main-news,MSRpar,2012test,524,3.4,But that does not clear them of the obligation to do everything possible to protect civilians and that is not what we're seeing.,But that does not clear them of the responsibility to do everything possible to minimize civilian harm.,,,,,,,,,,,
main-news,MSRpar,2012test,525,2,Ross Garber Rowland's lawyer said Tuesday he would attend the meeting and would ask to speak on the issue.,Ross Garber Rowland's legal counsel said the governor would have no comment on the condo deal.,,,,,,,,,,,
main-news,MSRpar,2012test,529,3.4,Previously he had seen the grinning mechanic from east Java only on television.,Mr Hughes had seen Amrozi's face on television the infamous images of the grinning mechanic from east Java.,,,,,,,,,,,
main-news,MSRpar,2012test,530,2.8,Two years later the insurance coverage would begin. ,Under the agreement Medicare coverage for drug benefits would begin in 2006.,,,,,,,,,,,
main-news,MSRpar,2012test,531,3.2,NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.,Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.,,,,,,,,,,,
main-news,MSRpar,2012test,533,3.2,"Biotech products if anything may be safer than conventional products because of all the testing  Fraley said, adding that 18 countries have adopted biotechnology.","Biotech products if anything may be safer than conventional products because of all the testing said Robert Fraley, Monsanto's executive vice president.",,,,,,,,,,,
main-news,MSRpar,2012test,536,4.75,"A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.","A nationally board certified teacher with a master's degree, Kelley, in his 30th year teaching, makes $65,000.",,,,,,,,,,,
main-news,MSRpar,2012test,537,3.25,"In Vienna, the IAEA said ElBaradei would accept the invitation, although no date had yet been set.","In Vienna, the International Atomic Energy Agency said on Monday ElBaradei had accepted Iran's invitation, but said no date had yet been set.",,,,,,,,,,,
main-news,MSRpar,2012test,539,4.25,"The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.","The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.",,,,,,,,,,,
main-news,MSRpar,2012test,540,5,"Druce will face murder charges, Conte said.",Conte said Druce will be charged with murder.,,,,,,,,,,,
main-news,MSRpar,2012test,541,1.6,"That compared with $35.18 million, or 24 cents per share, in the year-ago period.",Earnings were affected by a non-recurring $8 million tax benefit in the year-ago period.,,,,,,,,,,,
main-news,MSRpar,2012test,543,3.8,"Nick Markakis, a left-hander from Young Harris Junior College in Georgia, went to the Orioles with the seventh pick.","Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.",,,,,,,,,,,
main-news,MSRpar,2012test,544,3.5,We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue.,Alhart said the governor remains hopeful that the city will continue to work with us and engage in good-faith discussions.,,,,,,,,,,,
main-news,MSRpar,2012test,545,4.75,Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.,Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.,,,,,,,,,,,
main-news,MSRpar,2012test,546,3,The notification was first reported Friday by MSNBC.,MSNBC.com first reported the CIA request on Friday.,,,,,,,,,,,
main-news,MSRpar,2012test,549,3,There is however no photo of Peter Hollingworth in the June issue examined by the Herald yesterday.,There is however no photograph of Dr Hollingworth in the June issue of the magazine examined by The Age yesterday.,,,,,,,,,,,
main-news,MSRpar,2012test,551,3.25,We continue to work with the Saudis on this but they did not as of the time of this tragic event provide the additional security we requested.,But they did not as of the time of this particular tragic event provide the security we had requested Mr Jordan said.,,,,,,,,,,,
main-news,MSRpar,2012test,553,3.25,A statement released by DEI said Green would begin driving the car on an interim basis beginning next week in the Winston Open at Lowe's Motor Speedway.,"It was announced that Green will replace Park in the Dale Earnhardt Inc. No. 1 Chevrolet, beginning with the Winston Open at Lowe's Motor Speedway next week.",,,,,,,,,,,
main-news,MSRpar,2012test,554,3.75,"Costa's semifinal opponent is Spaniard Juan Carlos Ferrero, whom he beat in last year's final.",Costa will play Juan Carlos Ferrero next in a rematch of last year's final.,,,,,,,,,,,
main-news,MSRpar,2012test,555,4.25,Doctors have speculated that the body's own estrogen protects against cell damage and improves blood flow.,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.,,,,,,,,,,,
main-news,MSRpar,2012test,556,1.2,"The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.","The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52.",,,,,,,,,,,
main-news,MSRpar,2012test,558,5,"No Americans were reported among the casualties, according to Capt. Michael Calvert, a spokesman for the regiment.","None of the casualties was Americans, said Capt. Michael Calvert, regiment spokesman.",,,,,,,,,,,
main-news,MSRpar,2012test,559,3,We think they have the right to choose.,We think PeopleSoft customers deserve the right to choose Ellison said.,,,,,,,,,,,
main-news,MSRpar,2012test,560,3.6,We have found the smoking gun investigating board member Scott Hubbard said.,"We have found the smoking gun  said Hubbard, director of NASA's Ames Research Center in California.",,,,,,,,,,,
main-news,MSRpar,2012test,563,1.8,This child was literally neglected to death Armstrong County District Attorney Scott Andreassi said.,Armstrong County District Attorney Scott Andreassi said the many family photos in the home did not include Kristen.,,,,,,,,,,,
